Hierarchy,Id,Term,StatedDefChange,InferredDefChange,Primitive2SD,SD2Primitive,DescriptionChange,FSNChange
Pharmaceutical / biologic product (product),318165003,Bumetanide+potassium 500mcg/7.7Mmol m/r tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318166002,Bendrofluazide+potassium 2.5mg/7.7Mmol m/r tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318171009,Bendrofluazide+potassium 2.5mg/8.4Mmol m/r tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318173007,Felodipine+ramipril (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),318482009,Oxprenolol hydrochloride (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),318507003,Oxprenolol hydrochloride 160mg m/r tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318546001,Metoprolol tartrate+hydrochlorothiazide 100mg/12.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318547005,Metoprolol tartrate+hydrochlorothiazide 200mg/25mg m/r tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318549008,Nadolol+bendrofluazide 40mg/5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318550008,Nadolol+bendrofluazide 80mg/5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318555003,Timolol maleate + amiloride + hydrochlorothiazide 10mg/2.5mg/25mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318586009,Acebutolol+hydrochlorothiazide 200mg/12.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318587000,Atenolol + amiloride + hydrochlorothiazide 50mg/2.5mg/25mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318590006,Bisoprolol fumarate 5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318591005,Bisoprolol fumarate 10mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318597009,Bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318604001,Bisoprolol fumarate 1.25mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318605000,Bisoprolol fumarate 2.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318606004,Bisoprolol fumarate 3.75mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318607008,Bisoprolol fumarate 7.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318618008,Celiprolol hydrochloride (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),318638009,Nebivolol (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),318641000,Vasodilator antihypertensive drugs (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318660007,Sodium nitroprusside 10mg/mL infusion concentrate 5mL vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318667005,Clonidine hydrochloride 100micrograms tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318668000,Clonidine hydrochloride 300micrograms tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318669008,Clonidine hydrochloride 250micrograms m/r capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318670009,Clonidine hydrochloride 150micrograms/mL injection solution 1mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318671008,Methyldopa 125mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318672001,Methyldopa 250mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318673006,Methyldopa 500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318691001,Methyldopa 250mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318706009,Moxonidine (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),318711006,Adrenergic neurone blocking drug (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318734002,Guanethidine monosulfate 10mg/1mL injection (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318747007,Phentolamine mesylate product (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),318752002,Prazosin hydrochloride product (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),318806002,Captopril + hydrochlorothiazide 25mg/12.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318807006,Captopril + hydrochlorothiazide 50mg/25mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318849001,Enalapril maleate+hydrochlorothiazide 20mg/12.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318850001,Enalapril maleate 2.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318851002,Enalapril maleate 5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318853004,Enalapril maleate 10mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318855006,Enalapril maleate 20mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318880006,Lisinopril+hydrochlorothiazide 20mg/12.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318884002,Lisinopril+hydrochlorothiazide 10mg/12.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318892006,Quinalapril+hydrochlorothiazide 10mg/12.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318913001,Cilazapril (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),318945006,Ganglion-blocking drug (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318959004,Losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),318990002,Eprosartan (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),319206000,Lidoflazine (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),319283006,Amlodipine 5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319284000,Amlodipine 10mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319293004,Flosequinan (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319299000,Lacidipine (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),319304004,Nicorandil (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),319318006,Mibefradil (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),319412008,Bamethan sulfate (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),319442006,Thymoxamine (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),319451003,Oxerutins 250mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319452005,Iloprost (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319453000,Iloprost 100micrograms/mL infusion concentrate 1mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319518005,Dopamine hydrochloride 40mg/mL infusion concentrate 5mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319519002,Dopamine hydrochloride 160mg/mL infusion concentrate 5mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319523005,Dopamine hydrochloride 40mg/mL injection solution 5mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319524004,Dopamine hydrochloride 40mg/mL injection solution 10mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319667003,Enoxaparin 100mg/mL injection solution 0.2mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319668008,Enoxaparin 100mg/mL injection solution 0.4mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319671000,Enoxaparin 100mg/mL injection solution 0.6mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319672007,Enoxaparin 100mg/mL injection solution 0.8mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319673002,Enoxaparin 100mg/mL injection solution 1mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319679003,Enoxaparin 150mg/mL injection solution 0.8mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319680000,Enoxaparin 150mg/mL injection solution 1mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319718008,Desirudin (product),1,0,0,0,1,1
Pharmaceutical / biologic product (product),319751004,Protamine sulfate 50mg/5mL injection (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319752006,Protamine sulfate 100mg/10mL injection (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319799004,Clopidogrel 75mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319819005,Streptokinase 1.5million iu powder for infusion solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319821000,Streptokinase 250,000iu powder for infusion solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319823002,Streptokinase 750,000iu powder for infusion solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319861004,Tranexamic acid 500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319863001,Tranexamic acid 100mg/mL injection solution ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319937007,Bezafibrate product (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),319967001,Nicofuranose (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),319975007,Omega 3-marine triglycerides (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),319982006,Acipimox (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),319996000,Simvastatin 10mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),319997009,Simvastatin 20mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),320000009,Simvastatin 40mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),320006003,Simvastatin 80mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),320016006,Ciprofibrate (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),320822001,Loratadine 10mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),320824000,Loratadine 5mg/5mL syrup (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),321573006,Clozapine 25mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),321574000,Clozapine 100mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),321730000,Lithium carbonate 250mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),321785001,Clomipramine hydrochloride 10mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),321786000,Clomipramine hydrochloride 25mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),321787009,Clomipramine hydrochloride 50mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),321790003,Clomipramine hydrochloride 75mg m/r tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322064006,Cyclizine hydrochloride 50mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322065007,Cyclizine lactate 50mg/mL injection solution 1mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322172006,Ondansetron 2mg/mL injection solution 2mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322173001,Ondansetron 4mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322174007,Ondansetron 8mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322179002,Ondansetron 2mg/mL injection solution 4mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322182007,Ondansetron 4mg/5mL sugar free syrup (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322184008,Ondansetron 16mg suppository (product),1,1,0,0,0,0
Pharmaceutical / biologic product (product),322186005,Ondansetron 4mg wafer (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322187001,Ondansetron 8mg wafer (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322556006,Dipipanone+cyclizine 10mg/30mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322840006,Clonidine hydrochloride 25micrograms tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322906007,Ethosuximide 250mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),322908008,Ethosuximide 250mg/5mL oral solution (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323008001,Valproic acid 150mg e/c capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323009009,Valproic acid 300mg e/c capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323010004,Valproic acid 500mg e/c capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323119000,Carbidopa+levodopa 12.5mg/50mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323340005,Lofexidine hydrochloride 200micrograms tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323388008,Penicillinase sensitive penicillins (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),323396003,Benzylpenicillin 1200mg injection (pdr for recon) (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323398002,Benzylpenicillin 600mg injection (pdr for recon) (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323402006,Benethamine penicillin (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),323404007,Benzathine penicillin (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),323508007,Broad spectrum penicillins (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),323746002,Antipseudomonal penicillins (product),1,1,1,0,1,1
Pharmaceutical / biologic product (product),323821007,Cefotaxime 2g powder for infusion solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323824004,Cefotaxime 500mg injection (pdr for recon) (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323825003,Cefotaxime 1g injection (pdr for recon) (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323849000,Ceftazidime 3g powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323852008,Ceftazidime 250mg powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323853003,Ceftazidime 500mg injection (pdr for recon) (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323854009,Ceftazidime 1g injection (pdr for recon) (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323855005,Ceftazidime 2g injection (pdr for recon) (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323883007,Cephalexin 250mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323884001,Cephalexin 500mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323885000,Cephalexin 250mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323886004,Cephalexin hydrochloride 500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323887008,Cephalexin 125mg/5mL oral suspension (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323888003,Cephalexin 250mg/5mL oral suspension (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323889006,Cephalexin 500mg/5mL syrup (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323920007,Cephalexin 125mg/5mL syrup (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323921006,Cephalexin 250mg/5mL syrup (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323935008,Cefazolin 500mg powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323936009,Cefazolin 1g powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323964004,Imipenem + cilastatin (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),323966002,Imipenem 500mg/cilastatin 500mg powder for infusion solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323970005,Imipenem 500mg/cilastatin 500mg powder for injection suspension vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323973007,Cefixime 200mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323974001,Cefixime 100mg/5mL pediatric oral suspension (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323989005,Ceftriaxone sodium 250mg powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323990001,Ceftriaxone sodium 1g powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),323991002,Ceftriaxone sodium 2g powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324036000,Compound tetracycline 300mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324042001,Clomocycline sodium (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324110005,Compound tetracycline preparations (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324116004,Aminoglycosides (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),324142004,Amikacin 250mg/mL injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324143009,Amikacin 100mg/2mL pediatric injection (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324312006,Sodium fusidate (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324343004,Meropenem 500mg powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324344005,Meropenem 1g powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324352008,Quinupristin+dalfopristin (product),1,0,1,0,1,1
Pharmaceutical / biologic product (product),324401007,Calcium sulfaloxate (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324407006,Sulfametopyrazine (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324411000,Sulfadiazine 500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324412007,Sulfadiazine 1g/4mL injection (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324417001,Sulfadimidine (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324427007,Sulfaurea (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324453004,Antituberculous drugs (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),324455006,Capreomycin 1g powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324457003,Cycloserine 250mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324466004,Ethambutol hydrochloride 100mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324467008,Ethambutol hydrochloride 400mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324477005,Pyrazinamide 500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324500006,Rifampicin+isoniazid 150mg/100mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324501005,Rifampicin+isoniazid 300mg/150mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324503008,Streptomycin 1g powder for injection solution vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324504002,Rifabutin 150mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324509007,Clofazimine 100mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324550004,Tinidazole (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324557001,Urinary antimicrobial drugs (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324558006,Nitrofurantoin 50mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324559003,Nitrofurantoin 100mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324568001,Nitrofurantoin 100mg m/r capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324569009,Nitrofurantoin 25mg/5mL s/f suspension (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324570005,Nitrofurantoin 50mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324572002,Nitrofurantoin 100mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324643005,Antifungal drugs (product),1,1,1,0,0,0
Pharmaceutical / biologic product (product),324757004,Inosine pranobex (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324820003,Valacyclovir product (product),1,0,1,0,1,0
Pharmaceutical / biologic product (product),324823001,Lamivudine 150mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324825008,Lamivudine 10mg/mL oral solution (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324827000,Lamivudine 5mg/1mL oral solution (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324829002,Lamivudine 100mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324831006,Stavudine 15mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324833009,Stavudine 20mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324835002,Stavudine 30mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324837005,Stavudine 40mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324839008,Stavudine 1mg/1mL oral solution (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324841009,Ritonavir 100mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324842002,Ritonavir 80mg/mL oral solution (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324847008,Saquinavir (free base) 200mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324859007,Lamivudine+zidovudine (product),1,0,1,0,1,0
Pharmaceutical / biologic product (product),324860002,Lamivudine+zidovudine 150mg/300mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324862005,Nevirapine 200mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324865007,Nevirapine 50mg/5mL oral suspension (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324875005,Efavirenz 50mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324876006,Efavirenz 100mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324877002,Efavirenz 200mg capsule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324880001,Abacavir 300mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324881002,Abacavir 20mg/mL oral solution (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324905005,Primaquine 7.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324908007,Proguanil hydrochloride 100mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324911008,Pyrimethamine+dapsone 12.5mg/100mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324912001,Pyrimethamine+sulfadoxine 25mg/500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324913006,Pyrimethamine 25mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324915004,Quinine bisulfate 300mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324916003,Quinine dihydrochloride 300mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324917007,Quinine hydrochloride 300mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324919005,Quinine sulfate 200mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324920004,Quinine sulfate 300mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324921000,Quinine dihydrochloride 300mg/1mL infusion solution 1mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324922007,Quinine dihydrochloride 300mg/mL infusion solution 2mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324923002,Mefloquine 250mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324931007,Atovaquone+proguanil hydrochloride 250mg/100mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324934004,Proguanil hydrochloride 100mg tablet and chloroquine phosphate 250mg tablet pack (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324936002,Amebicide (product),1,1,1,0,1,0
Pharmaceutical / biologic product (product),324937006,Diloxanide furoate (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324941005,Diloxanide furoate+metronidazole 250mg/200mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324942003,Diloxanide furoate 500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324945001,Nimorazole (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324951006,Sodium stibogluconate (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324953009,Sodium stibogluconate 100mg/mL injection solution 100mL vial (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324961004,Mebendazole 100mg chewable tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324962006,Mebendazole 100mg/5mL suspension (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324963001,Piperazine (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),324985007,Niclosamide 500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),324989001,Bephenium (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),325242002,Gliclazide 80mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),325278007,Metformin hydrochloride 500mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),325279004,Metformin hydrochloride 850mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),325281002,Guar gum (product),0,0,1,0,0,0
Pharmaceutical / biologic product (product),325287003,Guar gum 5g/sachet granules (product),1,1,0,0,0,0
Pharmaceutical / biologic product (product),325303000,Glucagon 1mg(1iu) powder and solvent for injection solution (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),325332002,Propylthiouracil 50mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),325336004,Fludrocortisone acetate 100micrograms tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),325603009,Medroxyprogesterone 2.5mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),325766009,Clomiphene citrate 50mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326125008,Ergonovine maleate 500micrograms/1mL injection (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326127000,Ergometrine maleate+oxytocin 500micrograms/5units/mL injection solution 1mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326146004,Mifepristone 200mg tablet (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326174009,Conjugated estrogens 625micrograms/g vaginal cream (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326274003,Fenticonazole (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),326289007,Acetic acid product (product),0,1,1,0,0,0
Pharmaceutical / biologic product (product),326298005,Povidone-iodine 10% vaginal gel (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326300005,Hydrargaphen (product),0,0,0,0,1,1
Pharmaceutical / biologic product (product),326428000,Levonorgestrel 52mg intrauterine system (product),1,1,0,0,0,0
Pharmaceutical / biologic product (product),326437000,Medroxyprogesterone acetate 150mg/mL injection suspension 1mL prefilled syringe (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326450004,Norethisterone enanthate 200mg/mL injection solution 1mL ampule (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326452007,Etonogestrel 68mg subdermal implant (product),1,1,0,0,0,0
Pharmaceutical / biologic product (product),326516006,Alfuzosin hydrochloride product (product),1,0,1,0,0,0
Pharmaceutical / biologic product (product),326548005,Terodiline hydrochloride (product),0,1,0,0,0,0
Pharmaceutical / biologic product (product),326632000,Mandelic acid 1% irrigation solution (product),1,1,0,0,0,0
