semtag,id,term,DefStatus
procedure,710847006,Assessment of dietary need (procedure),Primitive
procedure,710848001,Assessment of eating and drinking behavior (procedure),Primitive
procedure,710849009,Assessment of exercise behavior (procedure),Primitive
procedure,710850009,Assessment of expectations (procedure),Primitive
situation,710851008,Assessment of family coping behavior (situation),Sufficiently defined
procedure,710852001,Assessment of financial status (procedure),Primitive
procedure,710853006,Assessment of fluid balance (procedure),Sufficiently defined
procedure,710854000,Assessment of family process (procedure),Primitive
procedure,710855004,Assessment for sign of discomfort (procedure),Primitive
procedure,710856003,Assessment of grief (procedure),Primitive
procedure,710858002,Assessment of knowledge of medication regime (procedure),Primitive
procedure,710859005,Assessment of knowledge of pain management (procedure),Primitive
procedure,710860000,Assessment of knowledge of patient controlled analgesia (procedure),Primitive
procedure,710861001,Assessment of knowledge of traditional therapy (procedure),Primitive
procedure,710862008,Assessment of medication supply (procedure),Primitive
body structure,710863003,Structure of wall of artery (body structure),Primitive
disorder,710864009,Dissection of artery (disorder),Sufficiently defined
regime/therapy,710865005,Support for family mourning process (regime/therapy),Primitive
regime/therapy,710866006,Support for use of traditional therapy (regime/therapy),Primitive
regime/therapy,710867002,Support for family decision making process (regime/therapy),Primitive
body structure,710868007,Entire wall of artery (body structure),Primitive
regime/therapy,710869004,Support for family coping process (regime/therapy),Primitive
regime/therapy,710870003,Support for caregiver during weaning (regime/therapy),Primitive
regime/therapy,710871004,Support for caregiver during toilet training (regime/therapy),Primitive
regime/therapy,710872006,Regimen management support (regime/therapy),Primitive
procedure,710873001,Involving client in decision making process (procedure),Primitive
procedure,710874007,Education about cross infection prevention (procedure),Primitive
organism,710875008,Fluoroquinolone resistant bacteria (organism),Primitive
procedure,710876009,Education about ambulation technique (procedure),Primitive
organism,710877000,Beta lactam resistant bacteria (organism),Primitive
disorder,710878005,Mahaim fibre tachycardia (disorder),Primitive
procedure,710879002,Education of parent about caregiver child attachment (procedure),Primitive
procedure,710880004,Education about dying process (procedure),Primitive
procedure,710881000,Education about eating pattern (procedure),Primitive
procedure,710882007,Education about effective communication (procedure),Primitive
procedure,710883002,Education about increasing activity tolerance (procedure),Primitive
procedure,710884008,Education about managing withdrawal symptoms (procedure),Primitive
procedure,710885009,Education about medication handling (procedure),Primitive
organism,710886005,Escherichia coli 987P (organism),Primitive
organism,710887001,Escherichia coli F41 (organism),Primitive
organism,710888006,Escherichia coli K88 (organism),Primitive
organism,710889003,Escherichia coli K99 (organism),Primitive
procedure,710890007,Education about mobilizing device (procedure),Primitive
organism,710891006,Methicillin resistant Staphylococcus (organism),Primitive
procedure,710892004,Education about stoma complications (procedure),Primitive
procedure,710893009,Education about substance abuse (procedure),Sufficiently defined
substance,710894003,Lenscale pollen (substance),Primitive
procedure,710895002,Education about use of covering device (procedure),Primitive
procedure,710896001,Education about use of supporting device (procedure),Primitive
procedure,710897005,Education about water supply (procedure),Primitive
substance,710898000,Beta vulgaris pollen (substance),Primitive
procedure,710899008,Education about adaptation technique (procedure),Primitive
substance,710900003,Sunflower pollen (substance),Primitive
substance,710901004,Lupin pollen (substance),Primitive
substance,710902006,Chamomile pollen (substance),Primitive
disorder,710903001,Periodontitis co-occurrent with genetic disorder (disorder),Sufficiently defined
substance,710904007,Parietaria judaica pollen (substance),Primitive
substance,710905008,Parietaria officinalis pollen (substance),Primitive
disorder,710906009,Oral leukoplakia co-occurrent with Sanguinaria (disorder),Sufficiently defined
substance,710907000,Goldenrod pollen (substance),Primitive
procedure,710908005,Referral to self help service (procedure),Primitive
procedure,710909002,Referral to chaplaincy service (procedure),Primitive
procedure,710910007,Referral to legal service (procedure),Primitive
procedure,710911006,Referral to housing service (procedure),Primitive
procedure,710912004,Referral to funeral service (procedure),Primitive
procedure,710913009,Referral to financial service (procedure),Primitive
procedure,710914003,Referral to family therapy (procedure),Primitive
procedure,710915002,Referral to community service (procedure),Primitive
procedure,710916001,Referral to breastfeeding education class during prenatal period (procedure),Primitive
procedure,710917005,Provision of transcutaneous electrical nerve stimulation device (procedure),Sufficiently defined
procedure,710918000,Provision of safety device (procedure),Primitive
procedure,710919008,Provision of privacy for spiritual behavior (procedure),Primitive
procedure,710920002,Provision of privacy (procedure),Primitive
procedure,710921003,Provision of health promotion service for child development (procedure),Primitive
situation,710922005,Provision of anticipatory guidance to family (situation),Primitive
procedure,710923000,Provision of bedtime routine (procedure),Primitive
procedure,710924006,Provision of adequate water supply (procedure),Primitive
procedure,710925007,Provision of food (procedure),Primitive
disorder,710926008,Periodontitis co-occurrent with familial neutropenia (disorder),Sufficiently defined
disorder,710927004,Periodontitis co-occurrent with cyclical neutropenia (disorder),Sufficiently defined
product,710928009,Flower and weed pollen diagnostic allergen extract (product),Sufficiently defined
substance,710929001,Mosquito salivary protein (substance),Primitive
substance,710930006,German cockroach protein (substance),Primitive
substance,710931005,Oriental cockroach protein (substance),Primitive
substance,710932003,Moth protein (substance),Primitive
substance,710933008,Blood worm protein (substance),Primitive
substance,710934002,Green nimitti protein (substance),Primitive
substance,710935001,Mediterranean flour moth protein (substance),Primitive
substance,710936000,Horse bot fly protein (substance),Primitive
substance,710937009,American cockroach protein (substance),Primitive
substance,710938004,Grain weevil protein (substance),Primitive
substance,710939007,Fire ant venom (substance),Primitive
substance,710940009,Tabanus species salivary protein (substance),Primitive
substance,710941008,Berlin beetle protein (substance),Primitive
substance,710942001,Insect protein (substance),Primitive
substance,710943006,Cockroach protein (substance),Primitive
disorder,710944000,Inflammation of fetal umbilical artery (disorder),Sufficiently defined
substance,710945004,Dibunate (substance),Primitive
substance,710946003,Sodium dibunate (substance),Primitive
substance,710947007,Azapentacene (substance),Primitive
substance,710948002,Azapentacene sulfonate sodium (substance),Primitive
substance,710949005,Calcium amino acid chelate (substance),Primitive
regime/therapy,710950005,Progressive mobility (regime/therapy),Primitive
procedure,710951009,Arranging transportation of device (procedure),Primitive
procedure,710952002,Advocating for breastfeeding (procedure),Primitive
procedure,710953007,Management of administration of blood product (procedure),Sufficiently defined
finding,710954001,Bacteria present (finding),Sufficiently defined
procedure,710955000,Biomedical equipment procedure (procedure),Sufficiently defined
procedure,710956004,Checking device safety (procedure),Primitive
procedure,710957008,Assessment of inhalation technique (procedure),Sufficiently defined
procedure,710958003,Checking patient identity (procedure),Primitive
regime/therapy,710959006,Implementation of immobilization regime (regime/therapy),Primitive
procedure,710960001,Moving patient using transfer technique (procedure),Primitive
procedure,710961002,Use of supportive positioning (procedure),Primitive
procedure,710962009,Management of financial circumstance (procedure),Primitive
procedure,710963004,Management of incontinence appliance regime (procedure),Primitive
procedure,710964005,Management of negative response to situation (procedure),Primitive
procedure,710965006,Management of negative emotional state (procedure),Primitive
procedure,710966007,Management of negative behavior (procedure),Primitive
procedure,710967003,Management of health status after discharge from hospital (procedure),Primitive
regime/therapy,710968008,Defecation care (regime/therapy),Primitive
procedure,710969000,Management of defecation (procedure),Primitive
procedure,710970004,Prenatal assessment of breastfeeding (procedure),Primitive
procedure,710971000,Maintaining clear airway (procedure),Primitive
procedure,710972007,Maintaining fall safety alarm (procedure),Primitive
procedure,710973002,Prevention of unwanted pregnancy (procedure),Sufficiently defined
procedure,710974008,Prevention of osteoporosis (procedure),Sufficiently defined
procedure,710975009,Reinforcement of self efficacy (procedure),Primitive
procedure,710976005,Maintaining ventilation (procedure),Primitive
procedure,710977001,Safe storage and management of medication (procedure),Primitive
procedure,710978006,Minimizing environmental stimuli (procedure),Primitive
regime/therapy,710979003,Observation of altered perception (regime/therapy),Primitive
procedure,710980000,Prevention of cross infection (procedure),Sufficiently defined
procedure,710981001,Prioritizing treatment regime (procedure),Primitive
procedure,710982008,Education about administration of blood product (procedure),Sufficiently defined
situation,710983003,Family education about administration of blood product (situation),Sufficiently defined
procedure,710984009,Reinforcement of achievement (procedure),Primitive
regime/therapy,710985005,Traditional therapy (regime/therapy),Primitive
regime/therapy,710986006,Monitoring drug withdrawal (regime/therapy),Primitive
regime/therapy,710987002,Monitoring patient location using an exit alarm (regime/therapy),Primitive
regime/therapy,710988007,Monitoring of tissue perfusion (regime/therapy),Primitive
situation,710989004,Family education about fluid therapy (situation),Sufficiently defined
procedure,710990008,Education about fluid therapy (procedure),Sufficiently defined
regime/therapy,710991007,Monitoring for risk of complications of nurse-controlled analgesia (regime/therapy),Primitive
regime/therapy,710992000,Monitoring for risk of complications of patient-controlled analgesia (regime/therapy),Primitive
regime/therapy,710993005,Monitoring response to treatment (regime/therapy),Primitive
regime/therapy,710994004,Monitoring pedal pulse (regime/therapy),Primitive
regime/therapy,710995003,Monitoring pain (regime/therapy),Primitive
regime/therapy,710996002,Monitoring height (regime/therapy),Primitive
regime/therapy,710997006,Monitoring for impaired family coping (regime/therapy),Primitive
regime/therapy,710998001,Monitoring for child abuse (regime/therapy),Primitive
regime/therapy,710999009,Monitoring food intake (regime/therapy),Primitive
regime/therapy,711000008,Monitoring fluid output (regime/therapy),Primitive
regime/therapy,711001007,Monitoring fluid intake (regime/therapy),Primitive
regime/therapy,711002000,Monitoring fall risk (regime/therapy),Primitive
regime/therapy,711003005,Monitoring bowel motility (regime/therapy),Primitive
regime/therapy,711004004,Monitoring activity tolerance (regime/therapy),Primitive
procedure,711005003,Measurement of fluid output (procedure),Primitive
procedure,711006002,Measurement of fluid intake (procedure),Primitive
procedure,711007006,Measurement of chest circumference (procedure),Primitive
procedure,711008001,Assessment of substance withdrawal (procedure),Sufficiently defined
procedure,711009009,Waste removal service assessment (procedure),Primitive
procedure,711010004,Assessment of use of traditional therapy (procedure),Primitive
procedure,711011000,Assessment of urinary status (procedure),Primitive
procedure,711012007,Assessment of transfer injury (procedure),Sufficiently defined
procedure,711013002,Assessment of tobacco use (procedure),Primitive
procedure,711014008,Assessment of tissue perfusion (procedure),Primitive
procedure,711015009,Assessment of symptom control (procedure),Primitive
regime/therapy,711016005,Metaphon phonological therapy (regime/therapy),Primitive
procedure,711017001,Assessment of spiritual belief (procedure),Primitive
procedure,711018006,Assessment of social support (procedure),Primitive
procedure,711019003,Microvascular anastomosis of lymphatic vessel to venous structure (procedure),Sufficiently defined
situation,711020009,Transported by orthopedic stretcher (situation),Sufficiently defined
procedure,711022001,Identification of attitude toward care (procedure),Primitive
procedure,711023006,Identification of attitude toward pain (procedure),Primitive
procedure,711024000,Identification of altered perception (procedure),Primitive
procedure,711025004,Implementation of cluster care (procedure),Primitive
procedure,711026003,Identification of abnormal body part before perioperative positioning (procedure),Primitive
regime/therapy,711027007,Diabetic ulcer care (regime/therapy),Primitive
procedure,711028002,Counseling about tobacco use (procedure),Sufficiently defined
procedure,711029005,Counseling about breastfeeding (procedure),Sufficiently defined
procedure,711030000,Counseling about level of hope (procedure),Sufficiently defined
procedure,711031001,Contracting for adherence (procedure),Primitive
procedure,711032008,Maintaining use of raised edge mattress (procedure),Primitive
procedure,711033003,Reinforcement of adherence to treatment regimen (procedure),Primitive
procedure,711034009,Reinforcement of personal identity (procedure),Primitive
procedure,711035005,Reinforcement of impulse control (procedure),Primitive
procedure,711036006,Moving patient using transfer technique with lifting apparatus (procedure),Primitive
procedure,711037002,Use of de-escalation technique (procedure),Primitive
procedure,711038007,Promotion of conception (procedure),Primitive
disorder,711039004,Acrobrachycephaly (disorder),Primitive
disorder,711040002,Balancing side occlusal interference (disorder),Primitive
procedure,711041003,Assessment of skin integrity (procedure),Sufficiently defined
procedure,711043000,Assessment of self care (procedure),Sufficiently defined
procedure,711044006,Liaising with prescribing provider to initiate nurse controlled analgesia (procedure),Primitive
procedure,711045007,Assessment of school health service (procedure),Primitive
procedure,711047004,Assessment of preoperative neurological status (procedure),Sufficiently defined
procedure,711048009,Assessment of oral hygiene pattern (procedure),Primitive
procedure,711049001,Assessment of physiological status (procedure),Sufficiently defined
procedure,711050001,Assessment of radiation injury (procedure),Sufficiently defined
procedure,711051002,Assessment of readiness for discharge (procedure),Primitive
procedure,711052009,Assessment of response to education (procedure),Primitive
procedure,711053004,Assessment of risk for apnea (procedure),Sufficiently defined
procedure,711054005,Assessment of risk for falls on admission (procedure),Sufficiently defined
disorder,711055006,Phantom pain following excision of eye (disorder),Primitive
disorder,711056007,Phantom pain following amputation of penis (disorder),Primitive
disorder,711057003,Phantom pain following amputation of lower limb (disorder),Primitive
disorder,711058008,Phantom pain following amputation of upper limb (disorder),Primitive
procedure,711060005,Assessment of denial (procedure),Sufficiently defined
procedure,711061009,Assessment of sexual behavior (procedure),Primitive
substance,711062002,Animal protein and epidermal substance (substance),Primitive
substance,711064001,Canary bird feathers (substance),Primitive
substance,711065000,Finch feathers (substance),Primitive
procedure,711066004,Liaising with family (procedure),Primitive
substance,711067008,Parrot feathers (substance),Primitive
procedure,711069006,Coordination of care plan (procedure),Primitive
procedure,711070007,Coordination of family conference (procedure),Primitive
substance,711071006,Chicken droppings (substance),Primitive
substance,711072004,Chicken serum protein (substance),Primitive
substance,711073009,Chinchilla epithelium (substance),Primitive
substance,711074003,Deer epithelium (substance),Primitive
substance,711075002,Dog serum albumin (substance),Primitive
substance,711076001,Ferret epithelium (substance),Primitive
substance,711077005,Fox epithelium (substance),Primitive
regime/therapy,711078000,Debriefing of patient after restraint (regime/therapy),Primitive
procedure,711079008,Demonstration of fall prevention technique (procedure),Primitive
procedure,711080006,Demonstration of relaxation technique (procedure),Primitive
procedure,711081005,Negotiation of date for cessation of smoking (procedure),Primitive
procedure,711082003,Assessment of breastfeeding behavior (procedure),Primitive
substance,711083008,Mink epithelium (substance),Primitive
substance,711084002,Rabbit serum protein (substance),Primitive
substance,711085001,Rabbit urine protein (substance),Primitive
substance,711086000,Reindeer epithelium (substance),Primitive
substance,711087009,Swine serum albumin (substance),Primitive
substance,711088004,Swine urine protein (substance),Primitive
substance,711089007,Mite protein (substance),Primitive
substance,711090003,Acarus siro protein (substance),Primitive
substance,711091004,Blomia tropicalis protein (substance),Primitive
substance,711092006,Dermatophagoides farinae protein (substance),Primitive
substance,711093001,Dermatophagoides microceras protein (substance),Primitive
substance,711094007,Dermatophagoides pteronyssinus protein (substance),Primitive
substance,711095008,Euroglyphus maynei protein (substance),Primitive
substance,711096009,Glycyphagus domesticus protein (substance),Primitive
substance,711097000,Lepidoglyphus destructor protein (substance),Primitive
substance,711098005,Tyrophagus putrescentiae protein (substance),Primitive
procedure,711099002,Promotion of community breastfeeding education (procedure),Primitive
disorder,711100005,Caliber persistent labial artery (disorder),Primitive
body structure,711101009,Anatomical point (body structure),Primitive
body structure,711102002,Posterior point of nasal spine (body structure),Primitive
disorder,711103007,Labial melanin incontinence (disorder),Primitive
procedure,711104001,X-ray of cervical and thoracic spine (procedure),Sufficiently defined
procedure,711105000,Instillation of thrombolytic agent into pleural cavity (procedure),Sufficiently defined
environment,711106004,Air ambulance (environment),Primitive
regime/therapy,711107008,Injury care (regime/therapy),Primitive
procedure,711108003,Informing health care professional of test result (procedure),Primitive
procedure,711109006,Informing health care professional of arterial blood gas test result (procedure),Primitive
procedure,711110001,Reinforcement of priority setting for care (procedure),Primitive
procedure,711111002,Informing health care professional of presence of implant device (procedure),Primitive
foundation metadata concept,711112009,ICNP diagnoses simple map reference set (foundation metadata concept),Primitive
procedure,711113004,Assessment of arterial blood flow using ultrasound (procedure),Primitive
procedure,711114005,Facilitation of access to treatment (procedure),Primitive
procedure,711115006,Facilitation of financial recovery (procedure),Primitive
procedure,711116007,Facilitation of drug abuse recovery (procedure),Primitive
procedure,711117003,Facilitation of impulse control (procedure),Primitive
procedure,711118008,Facilitation of alcohol abuse recovery (procedure),Primitive
procedure,711119000,Facilitation of ability to communicate needs (procedure),Primitive
procedure,711120006,Facilitation of acceptance of aging (procedure),Primitive
procedure,711121005,Facilitation of family ability to participate in care plan (procedure),Primitive
procedure,711122003,Establishment of trust (procedure),Primitive
procedure,711123008,Evaluation of specimen care management (procedure),Primitive
procedure,711124002,Provision of patient satisfaction questionnaire (procedure),Primitive
procedure,711125001,Evaluation of satisfaction with healthcare (procedure),Primitive
procedure,711126000,Post-surgical assessment for risk of infection (procedure),Primitive
regime/therapy,711127009,Post-surgical monitoring for signs and symptoms of infection (regime/therapy),Primitive
disorder,711128004,Influenza due to influenza virus type A avian H3N2 strain (disorder),Sufficiently defined
substance,711129007,Alkalase (substance),Primitive
substance,711130002,Bougainvillea pollen (substance),Primitive
product,711131003,Alkalase (product),Primitive
product,711132005,Alpha-amylase (product),Primitive
procedure,711133000,Administration of fluid therapy (procedure),Primitive
product,711134006,Chloramine-T (product),Primitive
product,711135007,Ethylene oxide (product),Primitive
procedure,711136008,Count of instruments and sponges (procedure),Primitive
procedure,711137004,Count of instruments and sponges during surgery (procedure),Primitive
procedure,711138009,Evaluation of count of instruments and sponges procedure (procedure),Primitive
procedure,711139001,Evaluation of tubes and drains (procedure),Primitive
product,711140004,Egg lysozyme (product),Primitive
substance,711141000,Maxatase (substance),Primitive
product,711142007,Maxatase (product),Primitive
substance,711143002,Methyltetrahydrophtalic anhydride (substance),Primitive
product,711144008,Pepsin (product),Primitive
product,711145009,Phospholipase (product),Primitive
substance,711146005,Hexamethylene diisocyanate (substance),Primitive
substance,711147001,Savinase (substance),Primitive
product,711148006,Savinase (product),Primitive
situation,711149003,Long-term current use of antibiotic (situation),Primitive
situation,711150003,Long-term current use of anticoagulant (situation),Primitive
disorder,711151004,Hypomagnesemia with secondary hypocalcemia (disorder),Primitive
disorder,711152006,Autosomal dominant hypocalcemia (disorder),Primitive
disorder,711153001,Bowen-Conradi syndrome (disorder),Primitive
disorder,711154007,Guttate hypopigmentation and punctate palmoplantar keratoderma with or without ectopic calcification (disorder),Primitive
disorder,711155008,ALG12-congenital disorder of glycosylation (disorder),Primitive
disorder,711156009,Short stature-characteristic facies-mental retardation-macrodontia-skeletal anomalies syndrome (disorder),Primitive
disorder,711157000,Sudden infant death with dysgenesis of testes syndrome (disorder),Primitive
disorder,711158005,Spinocerebellar ataxia type 36 (disorder),Primitive
disorder,711159002,Histiocytosis-lymphadenopathy plus syndrome (disorder),Primitive
disorder,711160007,Eosinophil peroxidase deficiency (disorder),Primitive
disorder,711161006,Hypochromic microcytic anemia with iron overload (disorder),Primitive
disorder,711162004,Autosomal dominant vitreoretinochoroidopathy (disorder),Primitive
disorder,711163009,Bradyopsia (disorder),Primitive
disorder,711164003,STING-associated vasculopathy with onset in infancy (disorder),Primitive
procedure,711165002,Closure of cutaneous vesicostomy (procedure),Primitive
procedure,711166001,Removal of implantable cardiac pacemaker (procedure),Sufficiently defined
disorder,711167005,Enteritis due to Yersinia enterocolitica (disorder),Sufficiently defined
disorder,711168000,Ulcer of skin of lower extremity (disorder),Sufficiently defined
procedure,711169008,Closure of appendicovesicostomy (procedure),Sufficiently defined
procedure,711170009,Reinforcement of adherence to physical therapy regimen (procedure),Primitive
disorder,711171008,Resorption of anterior maxillary alveolar bone and anterior nasal spine due to lepromatous leprosy (disorder),Primitive
finding,711172001,Atypical appearance of condyle of mandible (finding),Primitive
disorder,711173006,Pit and fissure caries (disorder),Primitive
disorder,711174000,Interproximal enamel caries (disorder),Primitive
disorder,711175004,Caries of smooth surface of tooth (disorder),Primitive
procedure,711176003,Provision of orthopedic stretcher (procedure),Sufficiently defined
procedure,711177007,Fixation of tendon of foot and/or ankle (procedure),Primitive
finding,711178002,Klebsiella species or Enterobacter species (finding),Primitive
finding,711179005,Entamoeba histolytica or Entamoeba dispar cyst (finding),Primitive
procedure,711181007,Aspiration of upper limb using ultrasonographic guidance (procedure),Sufficiently defined
procedure,711182000,Aspiration of lower limb using ultrasonographic guidance (procedure),Sufficiently defined
procedure,711183005,Intrathecal injection using fluoroscopic guidance with contrast (procedure),Sufficiently defined
procedure,711184004,Magnetic resonance imaging of head and cervical spine (procedure),Sufficiently defined
procedure,711185003,Magnetic resonance imaging of head and spine (procedure),Sufficiently defined
procedure,711186002,Magnetic resonance imaging of head and cervical spine with contrast (procedure),Sufficiently defined
procedure,711187006,Magnetic resonance imaging of head and spine with contrast (procedure),Sufficiently defined
environment,711188001,Transplant clinic (environment),Primitive
procedure,711189009,Allotransplantation of meniscus (procedure),Sufficiently defined
body structure,711190000,Structure of epiphyseal plate (body structure),Primitive
body structure,711191001,Entire epiphyseal plate (body structure),Primitive
body structure,711192008,Structure of epiphyseal plate of metatarsal bone (body structure),Primitive
body structure,711193003,Structure of epiphyseal plate of proximal tibia (body structure),Primitive
body structure,711194009,Structure of epiphyseal plate of distal humerus (body structure),Primitive
body structure,711195005,Structure of epiphyseal plate of distal fibula (body structure),Primitive
body structure,711196006,Structure of epiphyseal plate of distal femur (body structure),Primitive
body structure,711197002,Structure of epiphyseal plate of distal tibia (body structure),Primitive
body structure,711198007,Structure of epiphyseal plate of phalanx of finger (body structure),Primitive
body structure,711199004,Structure of epiphyseal plate of phalanx of thumb (body structure),Primitive
body structure,711200001,Structure of epiphyseal plate of phalanx of great toe (body structure),Primitive
body structure,711201002,Structure of phalanx of lesser toe (body structure),Primitive
procedure,711202009,Conversion to prosthetic hybrid total replacement of hip joint using cemented femoral component (procedure),Primitive
body structure,711203004,Structure of epiphyseal plate of lesser toe (body structure),Primitive
procedure,711204005,Conversion to prosthetic hybrid total replacement of shoulder joint using cemented humeral component (procedure),Primitive
procedure,711205006,Conversion to prosthetic hybrid total replacement of shoulder joint using cemented glenoid component (procedure),Primitive
body structure,711206007,Structure of epiphyseal plate of ulna (body structure),Primitive
procedure,711207003,Puncture of cyst using fluoroscopic guidance (procedure),Sufficiently defined
procedure,711208008,Needle localization of lesion of breast using ultrasonographic guidance (procedure),Sufficiently defined
procedure,711209000,Insertion of stent into intracranial vascular structure using fluoroscopic guidance (procedure),Sufficiently defined
procedure,711210005,Cholecystostomy using computed tomography guidance (procedure),Sufficiently defined
body structure,711211009,Structure of epiphyseal plate of femur (body structure),Primitive
body structure,711212002,Structure of epiphyseal plate of fibula (body structure),Primitive
body structure,711213007,Structure of epiphyseal plate of humerus (body structure),Primitive
body structure,711214001,Structure of epiphyseal plate of tibia (body structure),Primitive
body structure,711215000,Structure of epiphyseal plate of radius (body structure),Primitive
body structure,711216004,Structure of epiphyseal plate of distal radius (body structure),Primitive
procedure,711217008,Puncture of cervical subarachnoid space using fluoroscopic guidance (procedure),Sufficiently defined
body structure,711218003,Structure of epiphyseal plate of distal ulna (body structure),Primitive
body structure,711219006,Structure of epiphyseal plate of proximal radius (body structure),Primitive
procedure,711220000,X-ray of limb (procedure),Sufficiently defined
procedure,711221001,Fluoroscopic angioplasty of iliac artery and insertion of stent (procedure),Sufficiently defined
procedure,711222008,Fluoroscopic angioplasty of artery of limb (procedure),Sufficiently defined
procedure,711223003,Doppler ultrasonography of vascular structure of neck (procedure),Sufficiently defined
procedure,711224009,Computed tomography of lumbosacral spine (procedure),Sufficiently defined
procedure,711225005,Injection using X-ray guidance (procedure),Sufficiently defined
procedure,711226006,Biopsy of bone using X-ray guidance (procedure),Sufficiently defined
procedure,711227002,Computed tomography cystography (procedure),Sufficiently defined
procedure,711228007,Fixation of fracture of bone using condylar plate (procedure),Sufficiently defined
procedure,711229004,Laparoscopic distal subtotal gastrectomy (procedure),Sufficiently defined
situation,711230009,Support for caregiver during weaning declined (situation),Sufficiently defined
procedure,711231008,Doppler ultrasonography of venous structure of limb (procedure),Sufficiently defined
procedure,711232001,Computed tomography of head with contrast (procedure),Sufficiently defined
procedure,711233006,Reduction of intussusception of intestine using air enema (procedure),Primitive
substance,711234000,Alternaria alternata protein (substance),Primitive
substance,711235004,Aspergillus fumigatus protein (substance),Primitive
substance,711236003,Aspergillus niger protein (substance),Primitive
substance,711237007,Aureobasidium pullulans protein (substance),Primitive
substance,711238002,Botrytis cinerea protein (substance),Primitive
substance,711239005,Candida albicans protein (substance),Primitive
substance,711240007,Acremonium chrysogenum protein (substance),Primitive
substance,711241006,Chaetomium globosum protein (substance),Primitive
substance,711242004,Cladosporium herbarum protein (substance),Primitive
substance,711243009,Curvularia lunata protein (substance),Primitive
substance,711244003,Epicoccum purpurascens protein (substance),Primitive
substance,711245002,Fusarium moniliforme protein (substance),Primitive
situation,711246001,Laboratory specimen submitted (situation),Primitive
situation,711247005,Pathology specimen submitted (situation),Primitive
substance,711248000,Helminthosporium halodes protein (substance),Primitive
substance,711249008,Mucor racemosus protein (substance),Primitive
substance,711250008,Penicillium frequentans protein (substance),Primitive
substance,711251007,Penicillium notatum protein (substance),Primitive
substance,711252000,Phoma betae protein (substance),Primitive
substance,711253005,Pityrosporum orbiculare protein (substance),Primitive
substance,711254004,Rhizopus nigricans protein (substance),Primitive
substance,711255003,Stemphylium botryosum protein (substance),Primitive
substance,711256002,Trichoderma viride protein (substance),Primitive
substance,711257006,Trichophyton mentagrophytes variant goetzii protein (substance),Primitive
substance,711258001,Trichophyton mentagrophytes variant interdigitale protein (substance),Primitive
substance,711259009,Trichophyton rubrum protein (substance),Primitive
substance,711260004,Trichosporon pullulans protein (substance),Primitive
substance,711261000,Ulocladium chartarum protein (substance),Primitive
substance,711262007,Ustilago nuda/tritici protein (substance),Primitive
disorder,711263002,Pelvic floor dysfunction (disorder),Primitive
substance,711264008,Beta tocopherol + gamma tocopherol (substance),Primitive
disorder,711265009,Caveolin 3 related distal myopathy (disorder),Primitive
physical object,711266005,Heat/moisture exchanger/microbial filter sterile (physical object),Primitive
physical object,711267001,Microbial medical gas filter non-sterile reusable (physical object),Primitive
physical object,711268006,Microbial medical gas filter sterile reusable (physical object),Primitive
procedure,711269003,Fluoroscopic splenoportography (procedure),Primitive
physical object,711270002,Atrial cerebrospinal fluid catheter (physical object),Primitive
procedure,711271003,Lumbar puncture using computed tomography guidance (procedure),Sufficiently defined
procedure,711272005,Radionuclide scan of neuroendocrine function (procedure),Primitive
procedure,711273000,Magnetic resonance angiography of abdominal vascular structure with contrast (procedure),Sufficiently defined
procedure,711274006,Magnetic resonance angiography of vascular structure of lower limb (procedure),Sufficiently defined
substance,711275007,Posterior tibial flap (substance),Primitive
procedure,711276008,Grafting of posterior tibial flap (procedure),Sufficiently defined
procedure,711277004,Embolization of abdominal vein (procedure),Sufficiently defined
procedure,711278009,Computed tomography of head neck thorax and abdomen (procedure),Sufficiently defined
procedure,711279001,Doppler ultrasonography of vascular structure of intestine (procedure),Sufficiently defined
procedure,711280003,Gastrojejunostomy tube procedure using fluoroscopic guidance (procedure),Sufficiently defined
procedure,711281004,Referral to support group (procedure),Primitive
regime/therapy,711282006,Skin condition care (regime/therapy),Primitive
regime/therapy,711283001,Cognitive behavior therapy by unidisciplinary team (regime/therapy),Primitive
regime/therapy,711284007,Assessment by uniprofessional team (regime/therapy),Primitive
disorder,711285008,Loss of vertical dimension of occlusion due to worn complete denture (disorder),Primitive
disorder,711286009,Intermittent effusion of joint (disorder),Sufficiently defined
disorder,711287000,Abnormal form of temporomandibular joint fossa (disorder),Sufficiently defined
procedure,711288005,Subcutaneous injection of hematological growth factor (procedure),Sufficiently defined
disorder,711289002,Abnormal form of articular disk of temporomandibular joint (disorder),Sufficiently defined
regime/therapy,711290006,Assessment by multiprofessional team (regime/therapy),Primitive
finding,711291005,Increase of chin to throat length (finding),Primitive
finding,711292003,Decrease of chin to throat length (finding),Primitive
finding,711293008,At moderate risk of venous thromboembolism (finding),Primitive
assessment scale,711294002,Play Observation Kit (assessment scale),Primitive
substance,711295001,Bicisate (substance),Primitive
substance,711296000,Bicisate dihydrochloride (substance),Primitive
substance,711297009,44'-Oxydi-2-butanol (substance),Primitive
substance,711298004,Pirenoxine (substance),Primitive
procedure,711299007,Radiotherapy to thorax (procedure),Sufficiently defined
physical object,711300004,MRI-patient physiologic monitoring system (physical object),Primitive
physical object,711301000,Ophthalmic laser probe (physical object),Primitive
physical object,711302007,Transcutaneous electrical stimulation probe (physical object),Primitive
procedure,711303002,Removal of implanted intrathecal pump (procedure),Primitive
